os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,AMD Ryzen 7 7745HX with Radeon Graphics,NVIDIA GeForce RTX 4070 Laptop GPU,32528084,7.1.3-2-cachyos,,powersave
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
64.5597,15.4895,57.2146,0,100,91,59,2029,8001,6.70807,79,14.2786,0.00260544,5.74884,4678,18312374476
68.3641,14.6276,57.2146,0,100,91,59,2029,8001,6.70807,79,14.2786,0.00260544,5.74884,4678,18412485384
59.6618,16.7611,57.2146,0,100,91,59,2029,8001,6.70807,79,14.2786,0.00260544,5.74884,4678,18512593917
64.7931,15.4337,57.2146,0,100,91,59,2029,8001,6.70807,79,14.2786,0.00260544,5.74884,4678,18612688203
63.7148,15.6949,54.9492,0,100,95,59,2004,8001,6.70807,79,14.2816,0.00260544,5.74884,4717,18712788425
61.8208,16.1758,54.9492,0,100,95,59,2004,8001,6.70807,79,14.2816,0.00260544,5.74884,4717,18812887460
55.9558,17.8713,54.9492,0,100,95,59,2004,8001,6.70807,79,14.2816,0.00260544,5.74884,4717,18912988870
54.9554,18.1966,54.9492,0,100,95,59,2004,8001,6.70807,79,14.2816,0.00260544,5.74884,4717,19013096216
61.2142,16.3361,54.9492,0,100,95,59,2004,8001,6.70807,79,14.2816,0.00260544,5.74884,4717,19113198813
63.4508,15.7602,48.6111,0,100,96,59,2006,8001,6.70807,79,14.2799,0.00260544,5.74884,4716,19213289536
63.0046,15.8719,48.6111,0,100,96,59,2006,8001,6.70807,79,14.2799,0.00260544,5.74884,4716,19313386197
58.4244,17.1161,48.6111,0,100,96,59,2006,8001,6.70807,79,14.2799,0.00260544,5.74884,4716,19413488794
56.7207,17.6302,48.6111,0,100,96,59,2006,8001,6.70807,79,14.2799,0.00260544,5.74884,4716,19513589016
52.1482,19.1761,48.6111,0,100,96,59,2006,8001,6.70807,79,14.2799,0.00260544,5.74884,4716,19614347003
53.8073,18.5848,55.3616,0,100,96,59,2047,8001,6.70807,78,14.2823,0.00260544,5.74884,4465,19714457911
62.0942,16.1046,55.3616,0,100,96,59,2047,8001,6.70807,78,14.2823,0.00260544,5.74884,4465,19814571194
62.9293,15.8908,55.3616,0,100,96,59,2047,8001,6.70807,78,14.2823,0.00260544,5.74884,4465,19914666667
57.795,17.3025,55.3616,0,100,96,59,2047,8001,6.70807,78,14.2823,0.00260544,5.74884,4465,20014777575
53.997,18.5195,55.3616,0,100,96,59,2047,8001,6.70807,78,14.2823,0.00260544,5.74884,4465,20114909854
